交易標的,土地區段位置/建物區段門牌,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,屋齡,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位總價(元),移轉編號
transaction sign,land sector position building sector house number plate,transaction year month and day,transaction pen number,shifting level,total floor number,building state,room age,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth total price NTD,
土地,溪墘段溪墘小段181~210地號,1091207,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2500000,478,0,0078
房地(土地+建物),嘉義縣大林鎮中坑里大埔美園區十六路1~30號,1071112,土地3建物1車位0,全,二層,透天厝,0,147.18,4,1,3,有,無,6600000,44843,0,0079
房地(土地+建物)+車位,中坑里大埔美園區十六路1~30號,1091029,土地3建物1車位1,全,二層,透天厝,2,147.18,3,2,2,有,無,8660000,58840,0,0079
土地,陳厝寮段211~240地號,1011130,土地1建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1500000,513,0,0080
土地,陳厝寮段211~240地號,1091201,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,2100000,2861,0,0080
房地(土地+建物),嘉義縣水上鄉水上村進學街19巷1~30號,1080806,土地1建物1車位0,全,三層,透天厝,14,145.57,4,2,5,有,無,5400000,37096,0,0081
房地(土地+建物),嘉義縣水上鄉水上村進學街19巷1~30號,1081121,土地1建物1車位0,全,三層,透天厝,14,145.57,3,1,2,有,無,5700000,39156,0,0081
房地(土地+建物),水上村進學街19巷1~30號,1091109,土地1建物1車位0,全,三層,透天厝,15,145.57,3,2,4,有,無,6500000,44652,0,0081
房地(土地+建物),安仁里頂港子墘31~60號,1091007,土地2建物1車位0,三層,五層,華廈(10層含以下有電梯),15,24.07,1,1,1,有,有,580000,24096,0,0082
房地(土地+建物),安仁里頂港子墘31~60號,1091211,土地2建物1車位0,三層,五層,華廈(10層含以下有電梯),15,23.34,1,1,1,有,有,578000,24764,0,0082
土地,王爺段661~690地號,1090309,土地2建物0車位0,,,其他,0,0.0,0,0,0,有,無,40942760,5778,0,0083
土地,王爺段691~720地號,1090803,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,9020000,7872,0,0083
土地,王爺段661~690地號,1090831,土地4建物0車位0,,,其他,0,0.0,0,0,0,有,無,21870000,9375,0,0083
土地,王爺段661~690地號,1090921,土地3建物0車位0,,,其他,-1,0.0,0,0,0,無,有,9700000,8465,0,0083
土地,王爺段661~690地號,1091014,土地3建物0車位0,,,其他,-1,0.0,0,0,0,無,有,9770000,8526,0,0083
土地,王爺段691~720地號,1091014,土地2建物0車位0,,,其他,-1,0.0,0,0,0,有,無,1030000,6060,0,0083
土地,王爺段691~720地號,1090929,土地3建物0車位0,,,其他,-1,0.0,0,0,0,有,無,6764000,7968,0,0083
房地(土地+建物),嘉義縣東石鄉龍港村31~60號,1081026,土地1建物1車位0,全,一層,透天厝,49,129.67,0,0,0,無,無,4500000,34703,0,0084
房地(土地+建物),港墘厝31~60號,1091006,土地2建物1車位0,全,一層,透天厝,50,129.67,1,2,2,有,無,9000000,69407,0,0084
房地(土地+建物),嘉義縣朴子市應菜埔361~390號,1081003,土地2建物1車位0,全,三層,透天厝,0,158.94,5,2,2,有,無,8350000,52536,0,0085
房地(土地+建物),菜埔361~390號,1091023,土地2建物1車位0,全,三層,透天厝,1,158.94,4,2,3,有,無,8000000,50333,0,0085
